Date,Zone_ID,Intake_Water_Liters,Treated_Water_Liters,Supplied_Water_Liters
2024-01-12,Z0023,110808,106571,98993
2024-01-12,Z0022,124773,121757,116586
2024-01-12,Z0096,100860,97982,94786
2024-01-12,Z0036,108156,106995,101019
2024-01-12,Z0041,108135,106360,98437
2024-01-12,Z0081,113554,111503,108564
2024-01-12,Z0082,109604,108065,101148
2024-01-12,Z0079,98547,93943,88620
2024-01-12,Z0033,123002,119728,116180
2024-01-12,Z0020,97480,94384,88171
2024-01-12,Z0064,100293,97620,90457
2024-01-12,Z0099,92100,87443,80790
2024-01-12,Z0075,118172,113424,108251
2024-01-12,Z0042,108199,103358,99353
2024-01-12,Z0057,98016,94101,87608
2024-01-12,Z0055,121881,120207,117821
2024-01-12,Z0049,124926,121265,117201
2024-01-12,Z0072,126021,124138,117502
2024-01-13,Z0017,121128,119389,115988
2024-01-13,Z0050,109643,105738,101461
2024-01-13,Z0060,110307,109189,103962
2024-01-13,Z0076,101950,98438,94287
2024-01-13,Z0003,101867,98122,92256
2024-01-13,Z0109,122245,117481,109680
2024-01-13,Z0001,95818,92596,87804
2024-01-13,Z0011,120116,115911,110449
2024-01-13,Z0108,110447,107688,104164
2024-01-13,Z0043,119336,118304,112279
2024-01-13,Z0026,110093,107034,99387
2024-01-13,Z0093,123487,119885,113306
2024-01-13,Z0024,110936,107729,101303
2024-01-13,Z0019,113303,112079,107049
2024-01-13,Z0088,118151,115672,110556
2024-01-13,Z0077,114770,109774,107286
2024-01-13,Z0040,92204,88547,81202
2024-01-13,Z0107,121131,116855,113753
2024-01-13,Z0008,128011,124493,121252
2024-01-13,Z0009,111607,110215,107585
2024-01-13,Z0111,101908,99061,94406
2024-01-13,Z0103,99171,97738,92336
2024-01-13,Z0061,106616,104064,96374
2024-01-13,Z0028,97659,93389,88980
2024-01-13,Z0029,101704,100679,93166
2024-01-13,Z0037,121226,116854,114394
2024-01-13,Z0074,103379,101373,95890
2024-01-13,Z0051,98682,93778,90706
2024-01-13,Z0098,122430,118819,113646
2024-01-13,Z0073,122983,118474,114751
2024-01-13,Z0083,108990,107832,101051
2024-01-13,Z0053,126081,122240,118464
2024-01-13,Z0104,106241,103189,95250
2024-01-13,Z0045,125063,122474,118778
2024-01-13,Z0105,101185,97716,93770
2024-01-13,Z0089,109167,104523,97282
2024-01-13,Z0069,129188,126607,122107
2024-01-13,Z0002,109029,105536,101187
2024-01-13,Z0046,91932,87638,83881
2024-01-13,Z0034,120722,118733,111096
2024-01-13,Z0025,91116,87549,82050
2024-01-13,Z0100,90492,86186,83567
2024-01-13,Z0091,117808,113016,107193
2024-01-13,Z0006,96474,93094,89548
2024-01-13,Z0062,103979,99416,95811
2024-01-13,Z0092,118328,115009,108334
2024-01-13,Z0059,115851,112244,107501
2024-01-13,Z0110,120527,115757,111264
2024-01-13,Z0068,113544,111189,103931
2024-01-13,Z0101,129954,126948,124079
2024-01-13,Z0018,120873,118460,115177
2024-01-13,Z0070,90619,88737,85941
2024-01-13,Z0065,93642,90470,85045
2024-01-13,Z0058,124064,122446,114516
2024-01-13,Z0067,114820,110925,107996
2024-01-13,Z0048,95366,93847,88635
2024-01-13,Z0031,108793,107786,103261
2024-01-13,Z0086,126191,123172,116582
2024-01-13,Z0052,113360,108862,101704
2024-01-13,Z0030,121312,120126,114459
2024-01-13,Z0080,118247,114446,106473
2024-01-13,Z0084,117691,116555,112087
2024-01-13,Z0032,112601,107982,104346
2024-01-13,Z0078,98155,93572,87563
2024-01-13,Z0005,109710,106492,98645
2024-01-13,Z0007,108601,105814,98847
2024-01-13,Z0012,108753,104115,99612
2024-01-13,Z0021,99135,96509,91672
2024-01-13,Z0039,117236,113010,108074
2024-01-13,Z0054,127212,122690,116743
2024-01-13,Z0047,108060,105864,99759
2024-01-13,Z0016,92787,88451,84990
2024-01-13,Z0014,109702,108036,100418
2024-01-13,Z0004,92176,87433,84833
2024-01-13,Z0015,117228,115902,110078
2024-01-13,Z0106,118482,116503,112052
2024-01-13,Z0056,123396,120767,115071
2024-01-13,Z0102,110058,105129,100364
2024-01-13,Z0013,94956,91953,89261
2024-01-13,Z0010,91105,87734,82726
2024-01-13,Z0094,105417,104264,96268
2024-01-13,Z0044,120099,115400,108015
2024-01-13,Z0066,102602,97816,94752
2024-01-13,Z0097,110584,107660,103747
2024-01-13,Z0087,115792,113368,108967
2024-01-13,Z0071,124540,121580,116800
2024-01-13,Z0112,102996,98669,91923
2024-01-13,Z0038,92871,90925,88265
2024-01-13,Z0085,112626,108991,104662
2024-01-13,Z0035,91132,89433,85395
2024-01-13,Z0090,129065,127514,121014
2024-01-13,Z0063,94557,91378,86540
2024-01-13,Z0095,99065,97982,94560
2024-01-13,Z0027,125948,124728,118753
2024-01-13,Z0023,129464,127073,121855
2024-01-13,Z0022,118783,117169,109492
2024-01-13,Z0096,118152,116678,114408
2024-01-13,Z0036,125236,122316,118926
2024-01-13,Z0041,104270,101034,93945
2024-01-13,Z0081,109991,106408,100335
2024-01-13,Z0082,109459,104553,102264
2024-01-13,Z0079,117056,113538,108286
2024-01-13,Z0033,97415,93740,91462
2024-01-13,Z0020,106964,105102,102849
2024-01-13,Z0064,127044,122143,115367
2024-01-13,Z0099,122252,117420,114721
2024-01-13,Z0075,104901,102552,99172
2024-01-13,Z0042,112918,110280,105124
2024-01-13,Z0057,101580,100369,92735
2024-01-13,Z0055,128578,127237,119303
2024-01-13,Z0049,100179,98336,93227
2024-01-13,Z0072,110466,107932,101417
2024-01-14,Z0017,109624,106636,101222
2024-01-14,Z0050,125517,123649,120514
2024-01-14,Z0060,120106,118901,112310
2024-01-14,Z0076,126218,122100,116289
2024-01-14,Z0003,117127,115082,108774
2024-01-14,Z0109,114885,111177,107186
2024-01-14,Z0001,105088,103817,98175
2024-01-14,Z0011,100014,96029,90756
2024-01-14,Z0108,127306,124097,117748
2024-01-14,Z0043,98712,96736,91014
2024-01-14,Z0026,93551,92542,87769
2024-01-14,Z0093,117128,113296,107389
2024-01-14,Z0024,112063,108580,101350
2024-01-14,Z0019,122920,120262,115298
2024-01-14,Z0088,101108,96935,92135
2024-01-14,Z0077,128078,125326,120716
2024-01-14,Z0040,102067,99963,95427
2024-01-14,Z0107,119566,117455,111256
2024-01-14,Z0008,110238,106071,100577
2024-01-14,Z0009,91914,87645,82573
2024-01-14,Z0111,115582,114176,106679
2024-01-14,Z0103,122934,121426,117765
2024-01-14,Z0061,126432,121943,115085
2024-01-14,Z0028,90680,87156,83036
2024-01-14,Z0029,111644,110063,103706
2024-01-14,Z0037,91363,89032,84740
2024-01-14,Z0074,91538,87130,84570
2024-01-14,Z0051,115675,112772,110598
2024-01-14,Z0098,116732,113502,107215
2024-01-14,Z0073,102112,98102,94605
2024-01-14,Z0083,109555,106988,103837
2024-01-14,Z0053,97619,94682,92314
2024-01-14,Z0104,94946,93904,89997
2024-01-14,Z0045,126258,122723,116550
2024-01-14,Z0105,116400,114107,107338
2024-01-14,Z0089,127564,125806,120420
2024-01-14,Z0069,109356,104434,97437
2024-01-14,Z0002,107376,105185,100799
2024-01-14,Z0046,108624,106148,100741
2024-01-14,Z0034,90389,88390,81770
2024-01-14,Z0025,91855,89349,86691
2024-01-14,Z0100,125531,120868,113882
2024-01-14,Z0091,122298,119817,114086
2024-01-14,Z0006,106835,103360,98138
2024-01-14,Z0062,116113,111666,106573
2024-01-14,Z0092,107266,105954,99886
2024-01-14,Z0059,101889,97034,91972
2024-01-14,Z0110,111074,106824,99495
2024-01-14,Z0068,127327,122416,120304
2024-01-14,Z0101,111515,107318,102940
2024-01-14,Z0018,116500,112146,110007
2024-01-14,Z0070,91424,87475,82307
2024-01-14,Z0065,100808,97861,94974
2024-01-14,Z0058,121802,117698,110261
2024-01-14,Z0067,106402,104677,101204
2024-01-14,Z0048,102253,98647,96196
2024-01-14,Z0031,129200,127036,119833
2024-01-14,Z0086,93765,90327,84017
2024-01-14,Z0052,99741,96479,91005
2024-01-14,Z0030,114703,111858,105003
2024-01-14,Z0080,112931,108831,100920
2024-01-14,Z0084,105166,101405,94949
2024-01-14,Z0032,119240,116825,109132
2024-01-14,Z0078,128556,127355,122986
2024-01-14,Z0005,106901,102260,94816
2024-01-14,Z0007,115917,114237,110249
2024-01-14,Z0012,104256,99454,91646
2024-01-14,Z0021,118230,114164,109730
2024-01-14,Z0039,112625,108209,100287
2024-01-14,Z0054,128401,125742,121109
2024-01-14,Z0047,112693,111672,109519
2024-01-14,Z0016,122182,117816,111502
2024-01-14,Z0014,119340,116822,112222
2024-01-14,Z0004,119267,114713,110299
2024-01-14,Z0015,106193,103756,98907
2024-01-14,Z0106,106194,104037,100295
2024-01-14,Z0056,91306,86457,80289
2024-01-14,Z0102,119231,114834,107994
2024-01-14,Z0013,126963,124881,120326
2024-01-14,Z0010,108689,107277,104189
2024-01-14,Z0094,92642,90465,83549
2024-01-14,Z0044,105438,101052,94295
2024-01-14,Z0066,92994,91435,86471
2024-01-14,Z0097,124039,121226,116311
2024-01-14,Z0087,108845,107821,105538
2024-01-14,Z0071,127164,125073,117947
2024-01-14,Z0112,107200,102992,100910
2024-01-14,Z0038,91920,87199,81708
2024-01-14,Z0085,101336,97028,92935
2024-01-14,Z0035,102905,98930,96755
2024-01-14,Z0090,95285,91581,84644
2024-01-14,Z0063,106753,103935,99834
2024-01-14,Z0095,102977,98487,94708
2024-01-14,Z0027,97674,95310,87782
2024-01-14,Z0023,119038,114696,107957
2024-01-14,Z0022,93676,90250,88178
2024-01-14,Z0096,114473,110511,103144
2024-01-14,Z0036,90859,86003,79865
2024-01-14,Z0041,125192,123128,118911
2024-01-14,Z0081,94017,90758,83146
2024-01-14,Z0082,118327,115241,112873
2024-01-14,Z0079,91134,88631,81076
2024-01-14,Z0033,127887,125289,120505
2024-01-14,Z0020,112520,110131,103967
2024-01-14,Z0064,95039,93238,88988
2024-01-14,Z0099,98252,96307,91297
2024-01-14,Z0075,107568,106238,102687
2024-01-14,Z0042,102625,99996,96669
2024-01-14,Z0057,116249,113888,110315
2024-01-14,Z0055,94370,92183,87817
2024-01-14,Z0049,104924,101373,95616
2024-01-14,Z0072,100626,97633,94764
2024-01-15,Z0017,121552,119538,115627
2024-01-15,Z0050,106986,102165,94270
2024-01-15,Z0060,123458,121965,119476
2024-01-15,Z0076,113248,109104,104548
2024-01-15,Z0003,119061,114371,112077
2024-01-15,Z0109,128256,124413,119501
2024-01-15,Z0001,116293,112697,105953
2024-01-15,Z0011,108257,106690,101432
2024-01-15,Z0108,125585,124141,118500
2024-01-15,Z0043,94458,91288,83981
2024-01-15,Z0026,108425,106746,102279
2024-01-15,Z0093,118273,113950,106212
2024-01-15,Z0024,95668,93310,91248
2024-01-15,Z0019,100751,98589,92820
2024-01-15,Z0088,97352,95124,88773
2024-01-15,Z0077,126412,124538,117621
2024-01-15,Z0040,116711,111804,106526
2024-01-15,Z0107,97296,95474,90400
2024-01-15,Z0008,103261,99280,91407
2024-01-15,Z0009,91637,87528,80068
2024-01-15,Z0111,95103,93179,90535
2024-01-15,Z0103,124800,121039,116971
2024-01-15,Z0061,121174,117164,112496
2024-01-15,Z0028,105954,104152,97093
2024-01-15,Z0029,102356,100204,98009
2024-01-15,Z0037,92187,87672,83342
2024-01-15,Z0074,116935,115190,109584
2024-01-15,Z0051,122828,118438,114525
2024-01-15,Z0098,104387,99460,91592
2024-01-15,Z0073,92591,91025,85090
2024-01-15,Z0083,116147,114526,111326
2024-01-15,Z0053,105721,104408,99554
2024-01-15,Z0104,101087,97943,94707
2024-01-15,Z0045,129740,128604,125575
2024-01-15,Z0105,108978,104868,102207
2024-01-15,Z0089,125240,121563,117255
2024-01-15,Z0069,122854,119342,114400
2024-01-15,Z0002,117886,115186,109516
2024-01-15,Z0046,125468,121749,116120
2024-01-15,Z0034,122115,120621,116974
2024-01-15,Z0025,95520,91202,85515
2024-01-15,Z0100,110929,109445,106800
2024-01-15,Z0091,104955,100866,93141
2024-01-15,Z0006,94757,93000,86616
2024-01-15,Z0062,94733,91451,88953
2024-01-15,Z0092,113501,111868,108195
2024-01-15,Z0059,114690,110711,103942
2024-01-15,Z0110,116829,112079,107785
2024-01-15,Z0068,93630,89825,87679
2024-01-15,Z0101,93453,92042,84259
2024-01-15,Z0018,128396,127260,121900
2024-01-15,Z0070,109389,104837,102819
2024-01-15,Z0065,125010,121633,114536
2024-01-15,Z0058,98640,95692,92747
2024-01-15,Z0067,120049,117527,111291
2024-01-15,Z0048,91920,87943,81755
2024-01-15,Z0031,102207,100969,98765
2024-01-15,Z0086,100799,98343,92003
2024-01-15,Z0052,94927,90539,85567
2024-01-15,Z0030,127158,123471,116520
2024-01-15,Z0080,96160,95090,87702
2024-01-15,Z0084,105810,103780,96347
2024-01-15,Z0032,123584,121458,118638
2024-01-15,Z0078,90192,87416,81771
2024-01-15,Z0005,102816,99598,97348
2024-01-15,Z0007,122130,117852,112152
2024-01-15,Z0012,120698,117235,109736
2024-01-15,Z0021,99359,96287,90394
2024-01-15,Z0039,129579,127483,122804
2024-01-15,Z0054,123272,120651,116179
2024-01-15,Z0047,100738,98351,93357
2024-01-15,Z0016,96773,91957,84639
2024-01-15,Z0014,90717,86233,79799
2024-01-15,Z0004,127825,126397,119403
2024-01-15,Z0015,94234,89470,84481
2024-01-15,Z0106,127405,124301,121046
2024-01-15,Z0056,113185,109703,107320
2024-01-15,Z0102,101999,97280,92699
2024-01-15,Z0013,92763,88965,80974
2024-01-15,Z0010,100531,96125,93394
2024-01-15,Z0094,120835,116963,111843
2024-01-15,Z0044,127548,126467,121863
2024-01-15,Z0066,114565,111183,108652
2024-01-15,Z0097,112463,111243,108609
2024-01-15,Z0087,116345,111541,107171
2024-01-15,Z0071,104162,103160,95347
2024-01-15,Z0112,98397,95542,89407
2024-01-15,Z0038,104394,100396,95775
2024-01-15,Z0085,112010,107367,102477
2024-01-15,Z0035,117769,113219,108553
2024-01-15,Z0090,98026,93541,88235
2024-01-15,Z0063,123665,121580,118301
2024-01-15,Z0095,104683,103013,99508
2024-01-15,Z0027,103006,100935,96980
2024-01-15,Z0023,111639,107367,105118
2024-01-15,Z0022,124660,120221,116368
2024-01-15,Z0096,125622,123119,117734
2024-01-15,Z0036,101763,96971,91545
2024-01-15,Z0041,114255,113212,107600
2024-01-15,Z0081,125386,123804,118641
2024-01-15,Z0082,125710,124491,120566
2024-01-15,Z0079,125740,121227,116779
2024-01-15,Z0033,118047,114273,111283
2024-01-15,Z0020,101138,98326,91373
2024-01-15,Z0064,90489,85933,78057
2024-01-15,Z0099,116069,111424,106533
2024-01-15,Z0075,126284,121944,119891
2024-01-15,Z0042,106999,104917,96973
2024-01-15,Z0057,123722,120289,116660
2024-01-15,Z0055,100973,97210,94561
2024-01-15,Z0049,126046,123687,119047
2024-01-15,Z0072,108945,104696,102326
2024-01-16,Z0017,123625,121835,115082
2024-01-16,Z0050,97485,93702,86214
2024-01-16,Z0060,106767,103658,97781
2024-01-16,Z0076,100744,99506,93216
2024-01-16,Z0003,102226,97933,90685
2024-01-16,Z0109,121709,117977,111726
2024-01-16,Z0001,90922,87007,82057
2024-01-16,Z0011,97957,95348,90302
2024-01-16,Z0108,123998,120563,116749
2024-01-16,Z0043,127701,124694,121331
2024-01-16,Z0026,110324,106937,104734
2024-01-16,Z0093,106544,101933,95446
2024-01-16,Z0024,115344,110596,106015
2024-01-16,Z0019,91093,87153,80653
2024-01-16,Z0088,115183,110437,102727
2024-01-16,Z0077,109259,105068,101231
2024-01-16,Z0040,123457,118698,113749
2024-01-16,Z0107,92103,90738,82920
2024-01-16,Z0008,106103,101265,94715
2024-01-16,Z0009,102391,101315,94990
2024-01-16,Z0111,122001,117666,113288
2024-01-16,Z0103,111372,106533,98864
2024-01-16,Z0061,125503,122429,117082
2024-01-16,Z0028,99867,98569,95613
2024-01-16,Z0029,99306,95779,91274
2024-01-16,Z0037,127228,123322,115528
2024-01-16,Z0074,118302,113831,109003
2024-01-16,Z0051,125618,123607,119101
2024-01-16,Z0098,94594,92645,86042
2024-01-16,Z0073,96644,92794,90629
2024-01-16,Z0083,123687,122574,117070
2024-01-16,Z0053,107375,102948,97109
2024-01-16,Z0104,107642,103129,97703
2024-01-16,Z0045,111188,106264,101068
2024-01-16,Z0105,120857,119519,114935
2024-01-16,Z0089,122835,120239,112579
2024-01-16,Z0069,94478,93460,88730
2024-01-16,Z0002,126289,123168,120596
2024-01-16,Z0046,129850,125114,117719
2024-01-16,Z0034,108642,104740,102090
2024-01-16,Z0025,95741,93748,89161
2024-01-16,Z0100,93262,90924,83928
2024-01-16,Z0091,112164,108337,100656
2024-01-16,Z0006,104211,101430,94198
2024-01-16,Z0062,92217,87678,84641
2024-01-16,Z0092,104026,102739,96761
2024-01-16,Z0059,120908,116947,111721
2024-01-16,Z0110,129605,126860,123762
2024-01-16,Z0068,115515,110799,105385
2024-01-16,Z0101,90570,85988,81084
2024-01-16,Z0018,103288,101083,96578
2024-01-16,Z0070,90917,88043,81115
2024-01-16,Z0065,96982,92651,88973
2024-01-16,Z0058,106999,105594,101845
2024-01-16,Z0067,113470,109702,103514
2024-01-16,Z0048,111133,106628,101153
2024-01-16,Z0031,94529,92394,86394
2024-01-16,Z0086,98566,94436,87274
2024-01-16,Z0052,111259,108940,105799
2024-01-16,Z0030,94627,90334,85644
2024-01-16,Z0080,93255,92166,84953
2024-01-16,Z0084,126876,122856,118999
2024-01-16,Z0032,115380,113436,108647
2024-01-16,Z0078,113989,109380,105770
2024-01-16,Z0005,114519,110596,104714
2024-01-16,Z0007,101413,97706,90558
2024-01-16,Z0012,113513,111588,104853
2024-01-16,Z0021,119299,115813,108550
2024-01-16,Z0039,115517,113688,105822
2024-01-16,Z0054,108950,106975,104021
2024-01-16,Z0047,91262,89311,86368
2024-01-16,Z0016,112615,108288,100658
2024-01-16,Z0014,119768,115790,109516
2024-01-16,Z0004,106848,104074,98780
2024-01-16,Z0015,129542,125670,122440
2024-01-16,Z0106,117230,115346,109541
2024-01-16,Z0056,121085,117762,110334
2024-01-16,Z0102,95750,91411,84371
2024-01-16,Z0013,125903,122046,119122
2024-01-16,Z0010,112418,110925,107379
2024-01-16,Z0094,112449,110355,105944
2024-01-16,Z0044,115338,112015,105870
2024-01-16,Z0066,122101,118326,111325
2024-01-16,Z0097,121647,120084,113206
2024-01-16,Z0087,109539,104569,100529
2024-01-16,Z0071,104119,102536,95121
2024-01-16,Z0112,127099,123996,120054
2024-01-16,Z0038,114685,113494,110591
2024-01-16,Z0085,123629,120014,116931
2024-01-16,Z0035,107033,105995,100384
2024-01-16,Z0090,105408,100917,98281
2024-01-16,Z0063,107420,106385,102237
2024-01-16,Z0095,101349,96762,91468
2024-01-16,Z0027,128225,125242,118981
2024-01-16,Z0023,108814,105935,99969
2024-01-16,Z0022,105735,101193,95480
2024-01-16,Z0096,113926,112916,108905
2024-01-16,Z0036,93373,90230,85730
2024-01-16,Z0041,124057,121610,116411
2024-01-16,Z0081,112765,109822,104639
2024-01-16,Z0082,104139,101670,94208
2024-01-16,Z0079,109520,105202,100420
2024-01-16,Z0033,115566,111005,104085
2024-01-16,Z0020,120134,116981,114756
2024-01-16,Z0064,117413,112433,105225
2024-01-16,Z0099,123455,121926,116484
2024-01-16,Z0075,98080,95658,91505
2024-01-16,Z0042,99486,96488,92962
2024-01-16,Z0057,111158,106562,101666
2024-01-16,Z0055,125871,122431,116296
2024-01-16,Z0049,121379,117090,111288
2024-01-16,Z0072,129892,127787,124943
2024-01-17,Z0017,104031,100783,98337
2024-01-17,Z0050,126683,122184,117075
2024-01-17,Z0060,107618,104127,96681
2024-01-17,Z0076,121480,120254,114111
2024-01-17,Z0003,113569,109610,102052
2024-01-17,Z0109,122954,119562,114685
2024-01-17,Z0001,125303,122371,117447
2024-01-17,Z0011,92032,89780,82271
2024-01-17,Z0108,127842,125230,118118
2024-01-17,Z0043,104523,101642,99373
2024-01-17,Z0026,91630,90321,85118
2024-01-17,Z0093,112523,109949,102758
2024-01-17,Z0024,91695,87437,82175
2024-01-17,Z0019,91445,88278,86059
2024-01-17,Z0088,106436,103679,96109
2024-01-17,Z0077,113963,111297,103941
2024-01-17,Z0040,96901,93116,90397
2024-01-17,Z0107,98597,94942,90648
2024-01-17,Z0008,98263,95410,91357
2024-01-17,Z0009,115805,113238,107556
2024-01-17,Z0111,117529,116143,108256
2024-01-17,Z0103,97243,95043,92217
2024-01-17,Z0061,102100,97327,95020
2024-01-17,Z0028,109800,107650,103316
2024-01-17,Z0029,119437,117713,112904
2024-01-17,Z0037,109942,108560,103083
2024-01-17,Z0074,105916,102230,97245
2024-01-17,Z0051,122369,121094,116547
2024-01-17,Z0098,117340,116004,112031
2024-01-17,Z0073,109363,107883,101915
2024-01-17,Z0083,123678,120682,115553
2024-01-17,Z0053,128215,125182,117332
2024-01-17,Z0104,110588,106238,100481
2024-01-17,Z0045,98519,95720,93406
2024-01-17,Z0105,101737,99603,94857
2024-01-17,Z0089,114486,110186,106666
2024-01-17,Z0069,95592,92868,87525
2024-01-17,Z0002,107270,103197,98392
2024-01-17,Z0046,123489,118907,115995
2024-01-17,Z0034,90870,89858,87361
2024-01-17,Z0025,124524,121239,118122
2024-01-17,Z0100,125596,123402,119755
2024-01-17,Z0091,103878,99982,94999
2024-01-17,Z0006,96771,95629,88309
2024-01-17,Z0062,121923,118162,112727
2024-01-17,Z0092,129390,127826,123395
2024-01-17,Z0059,91848,88493,83797
2024-01-17,Z0110,124485,122095,117023
2024-01-17,Z0068,99259,95473,87511
2024-01-17,Z0101,103409,98618,95330
2024-01-17,Z0018,126639,123833,120329
2024-01-17,Z0070,109692,105671,98559
2024-01-17,Z0065,117527,116456,112766
2024-01-17,Z0058,105549,103258,99914
2024-01-17,Z0067,120826,116523,111410
2024-01-17,Z0048,106061,104179,97945
2024-01-17,Z0031,112800,110296,105833
2024-01-17,Z0086,99940,95016,92593
2024-01-17,Z0052,118054,115463,108978
2024-01-17,Z0030,103233,101620,99128
2024-01-17,Z0080,90191,88693,81776
2024-01-17,Z0084,128599,126343,122375
2024-01-17,Z0032,110706,108312,104126
2024-01-17,Z0078,113383,111567,106347
2024-01-17,Z0005,113666,111193,108107
2024-01-17,Z0007,124642,122772,116009
2024-01-17,Z0012,100234,98962,95933
2024-01-17,Z0021,101410,98179,92110
2024-01-17,Z0039,91051,88478,83288
2024-01-17,Z0054,102580,98138,92341
2024-01-17,Z0047,101939,98834,91446
2024-01-17,Z0016,90307,85666,80307
2024-01-17,Z0014,119648,115472,112221
2024-01-17,Z0004,128134,124387,120870
2024-01-17,Z0015,96226,94017,90639
2024-01-17,Z0106,114423,111704,104813
2024-01-17,Z0056,94992,92031,85726
2024-01-17,Z0102,122551,118895,114401
2024-01-17,Z0013,103255,101784,95779
2024-01-17,Z0010,106567,101908,96550
2024-01-17,Z0094,112999,110601,105805
2024-01-17,Z0044,121521,118919,115646
2024-01-17,Z0066,117543,113986,108937
2024-01-17,Z0097,99497,97582,92501
2024-01-17,Z0087,121954,117048,110801
2024-01-17,Z0071,111698,108721,103367
2024-01-17,Z0112,100703,96519,94249
2024-01-17,Z0038,107570,106111,99911
2024-01-17,Z0085,122299,117946,110140
2024-01-17,Z0035,96305,92907,86378
2024-01-17,Z0090,129763,128624,121034
2024-01-17,Z0063,110566,107855,103625
2024-01-17,Z0095,96511,95383,92114
2024-01-17,Z0027,116177,114508,108538
2024-01-17,Z0023,113929,112781,105701
2024-01-17,Z0022,119523,117067,114440
2024-01-17,Z0096,101989,99497,95453
2024-01-17,Z0036,118128,116245,111904
2024-01-17,Z0041,128652,124438,122189
2024-01-17,Z0081,109309,107362,104388
2024-01-17,Z0082,115901,111805,108822
2024-01-17,Z0079,115464,111527,107410
2024-01-17,Z0033,125440,123566,120240
2024-01-17,Z0020,91987,90897,88368
2024-01-17,Z0064,102948,101210,96437
2024-01-17,Z0099,99878,98687,94701
2024-01-17,Z0075,100377,99033,96025
2024-01-17,Z0042,93783,90233,83935
2024-01-17,Z0057,94668,93477,89425
2024-01-17,Z0055,124484,123174,116636
2024-01-17,Z0049,124028,122159,116227
2024-01-17,Z0072,101460,99876,92186
2024-01-18,Z0017,120209,115689,113330
2024-01-18,Z0050,104011,100145,92247
2024-01-18,Z0060,108395,105240,98301
2024-01-18,Z0076,94006,91381,86617
2024-01-18,Z0003,120663,117681,110626
2024-01-18,Z0109,120140,116200,108643
2024-01-18,Z0001,93961,92356,87852
2024-01-18,Z0011,121417,118413,114694
2024-01-18,Z0108,119345,117075,113488
2024-01-18,Z0043,111031,108395,104237
2024-01-18,Z0026,108816,103912,97056
2024-01-18,Z0093,96837,94388,87888
2024-01-18,Z0024,95454,93222,87105
2024-01-18,Z0019,108412,106181,100423
2024-01-18,Z0088,127392,124355,119706
2024-01-18,Z0077,98848,97683,90739
2024-01-18,Z0040,90589,89161,84340
2024-01-18,Z0107,96509,91912,88650
2024-01-18,Z0008,99968,96506,93238
2024-01-18,Z0009,123783,120061,116978
2024-01-18,Z0111,118677,113897,106820
2024-01-18,Z0103,90406,86118,81042
2024-01-18,Z0061,107369,102766,96281
2024-01-18,Z0028,92618,90147,83298
2024-01-18,Z0029,112673,110262,102894
2024-01-18,Z0037,94621,92136,87186
2024-01-18,Z0074,104719,103164,98230
2024-01-18,Z0051,97566,96548,89878
2024-01-18,Z0098,114042,110244,107241
2024-01-18,Z0073,117042,112634,108168
2024-01-18,Z0083,116514,113575,109940
2024-01-18,Z0053,99890,94891,88364
2024-01-18,Z0104,100283,97388,89952
2024-01-18,Z0045,112908,111764,106366
2024-01-18,Z0105,127952,124550,117655
2024-01-18,Z0089,99343,95898,91942
2024-01-18,Z0069,129791,128329,120459
2024-01-18,Z0002,93907,92100,89914
2024-01-18,Z0046,94827,91892,84583
2024-01-18,Z0034,103699,102271,98964
2024-01-18,Z0025,95313,93003,86137
2024-01-18,Z0100,118807,117016,111162
2024-01-18,Z0091,104536,99978,96398
2024-01-18,Z0006,126343,124468,120050
2024-01-18,Z0062,126966,124965,117721
2024-01-18,Z0092,129887,126042,122561
2024-01-18,Z0059,117877,116220,108904
2024-01-18,Z0110,106244,102464,100042
2024-01-18,Z0068,113099,108418,102152
2024-01-18,Z0101,109094,107642,103245
2024-01-18,Z0018,91657,88116,83041
2024-01-18,Z0070,93164,89198,85145
2024-01-18,Z0065,128505,124288,118434
2024-01-18,Z0058,96009,94402,87850
2024-01-18,Z0067,99417,97182,94153
2024-01-18,Z0048,92671,89248,83286
2024-01-18,Z0031,102734,100900,95723
2024-01-18,Z0086,93722,91912,84392
2024-01-18,Z0052,103699,101741,98266
2024-01-18,Z0030,123576,121598,117135
2024-01-18,Z0080,122247,118746,113384
2024-01-18,Z0084,107600,104403,96404
2024-01-18,Z0032,109190,107412,104440
2024-01-18,Z0078,117386,113337,105703
2024-01-18,Z0005,103704,99317,95194
2024-01-18,Z0007,115174,110833,108609
2024-01-18,Z0012,104586,100282,97442
2024-01-18,Z0021,91814,90101,86995
2024-01-18,Z0039,106508,102262,95074
2024-01-18,Z0054,125699,123420,115574
2024-01-18,Z0047,102317,98989,94018
2024-01-18,Z0016,124785,120477,116062
2024-01-18,Z0014,119166,115070,111461
2024-01-18,Z0004,90717,86156,83140
2024-01-18,Z0015,118141,115804,109103
2024-01-18,Z0106,96782,93822,90774
2024-01-18,Z0056,115933,111507,109392
2024-01-18,Z0102,116671,111862,108061
2024-01-18,Z0013,100338,97856,90214
2024-01-18,Z0010,96548,92263,85483
2024-01-18,Z0094,117526,113976,108184
2024-01-18,Z0044,92941,90342,83437
2024-01-18,Z0066,115553,112452,107386
2024-01-18,Z0097,128218,126435,124195
2024-01-18,Z0087,98378,95497,88449
2024-01-18,Z0071,103675,102185,99755
