Date,Zone_ID,Intake_Water_Liters,Treated_Water_Liters,Supplied_Water_Liters,Estimated_Usage_Liters,No_of_Connections,Avg_LPCD,Leakage_Liters,Leakage_Percent
2024-01-16,Z0044,115338,112015,105870,17697,179,98.87,88173,83.28
2024-01-16,Z0066,122101,118326,111325,33662,295,114.11,77663,69.76
2024-01-16,Z0097,121647,120084,113206,14278,197,72.48,98928,87.39
2024-01-16,Z0087,109539,104569,100529,32102,285,112.64,68427,68.07
2024-01-16,Z0071,104119,102536,95121,29874,253,118.08,65247,68.59
2024-01-16,Z0112,127099,123996,120054,26208,265,98.9,93846,78.17
2024-01-16,Z0038,114685,113494,110591,19064,231,82.53,91527,82.76
2024-01-16,Z0085,123629,120014,116931,23153,194,119.35,93778,80.2
2024-01-16,Z0035,107033,105995,100384,20251,169,119.83,80133,79.83
2024-01-16,Z0090,105408,100917,98281,17019,272,62.57,81262,82.68
2024-01-16,Z0063,107420,106385,102237,15813,216,73.21,86424,84.53
2024-01-16,Z0095,101349,96762,91468,20554,213,96.5,70914,77.53
2024-01-16,Z0027,128225,125242,118981,17401,211,82.47,101580,85.37
2024-01-16,Z0023,108814,105935,99969,21602,209,103.36,78367,78.39
2024-01-16,Z0022,105735,101193,95480,21951,271,81.0,73529,77.01
2024-01-16,Z0096,113926,112916,108905,14822,245,60.5,94083,86.39
2024-01-16,Z0036,93373,90230,85730,27816,279,99.7,57914,67.55
2024-01-16,Z0041,124057,121610,116411,16313,198,82.39,100098,85.99
2024-01-16,Z0081,112765,109822,104639,17941,273,65.72,86698,82.85
2024-01-16,Z0082,104139,101670,94208,12606,197,63.99,81602,86.62
2024-01-16,Z0079,109520,105202,100420,24384,285,85.56,76036,75.72
2024-01-16,Z0033,115566,111005,104085,22132,207,106.92,81953,78.74
2024-01-16,Z0020,120134,116981,114756,22825,211,108.18,91931,80.11
2024-01-16,Z0064,117413,112433,105225,21840,207,105.51,83385,79.24
2024-01-16,Z0099,123455,121926,116484,24866,248,100.27,91618,78.65
2024-01-16,Z0075,98080,95658,91505,20176,193,104.54,71329,77.95
2024-01-16,Z0042,99486,96488,92962,21945,220,99.75,71017,76.39
2024-01-16,Z0057,111158,106562,101666,31303,276,113.42,70363,69.21
2024-01-16,Z0055,125871,122431,116296,22194,294,75.49,94102,80.92
2024-01-16,Z0049,121379,117090,111288,24077,280,85.99,87211,78.37
2024-01-16,Z0072,129892,127787,124943,27090,239,113.35,97853,78.32
2024-01-17,Z0017,104031,100783,98337,14641,211,69.39,83696,85.11
2024-01-17,Z0050,126683,122184,117075,16648,162,102.77,100427,85.78
2024-01-17,Z0060,107618,104127,96681,11903,165,72.14,84778,87.69
2024-01-17,Z0076,121480,120254,114111,14792,208,71.12,99319,87.04
2024-01-17,Z0003,113569,109610,102052,23851,279,85.49,78201,76.63
2024-01-17,Z0109,122954,119562,114685,25950,287,90.42,88735,77.37
2024-01-17,Z0001,125303,122371,117447,14797,229,64.62,102650,87.4
2024-01-17,Z0011,92032,89780,82271,10271,151,68.02,72000,87.52
2024-01-17,Z0108,127842,125230,118118,28857,264,109.31,89261,75.57
2024-01-17,Z0043,104523,101642,99373,34665,295,117.51,64708,65.12
2024-01-17,Z0026,91630,90321,85118,19995,262,76.32,65123,76.51
2024-01-17,Z0093,112523,109949,102758,17204,187,92.0,85554,83.26
2024-01-17,Z0024,91695,87437,82175,16688,210,79.47,65487,79.69
2024-01-17,Z0019,91445,88278,86059,30300,298,101.68,55759,64.79
2024-01-17,Z0088,106436,103679,96109,16083,162,99.28,80026,83.27
2024-01-17,Z0077,113963,111297,103941,21549,284,75.88,82392,79.27
2024-01-17,Z0040,96901,93116,90397,24640,281,87.69,65757,72.74
2024-01-17,Z0107,98597,94942,90648,19097,268,71.26,71551,78.93
2024-01-17,Z0008,98263,95410,91357,24795,233,106.42,66562,72.86
2024-01-17,Z0009,115805,113238,107556,19129,233,82.1,88427,82.21
2024-01-17,Z0111,117529,116143,108256,12926,177,73.03,95330,88.06
2024-01-17,Z0103,97243,95043,92217,16078,212,75.84,76139,82.57
2024-01-17,Z0061,102100,97327,95020,30893,274,112.75,64127,67.49
2024-01-17,Z0028,109800,107650,103316,21304,228,93.44,82012,79.38
2024-01-17,Z0029,119437,117713,112904,29990,269,111.49,82914,73.44
2024-01-17,Z0037,109942,108560,103083,24264,283,85.74,78819,76.46
2024-01-17,Z0074,105916,102230,97245,29342,259,113.29,67903,69.83
2024-01-17,Z0051,122369,121094,116547,25302,253,100.01,91245,78.29
2024-01-17,Z0098,117340,116004,112031,32653,295,110.69,79378,70.85
2024-01-17,Z0073,109363,107883,101915,24362,224,108.76,77553,76.1
2024-01-17,Z0083,123678,120682,115553,17546,274,64.04,98007,84.82
2024-01-17,Z0053,128215,125182,117332,21107,176,119.93,96225,82.01
2024-01-17,Z0104,110588,106238,100481,22273,192,116.01,78208,77.83
2024-01-17,Z0045,98519,95720,93406,26016,240,108.4,67390,72.15
2024-01-17,Z0105,101737,99603,94857,22691,258,87.95,72166,76.08
2024-01-17,Z0089,114486,110186,106666,15230,244,62.42,91436,85.72
2024-01-17,Z0069,95592,92868,87525,10983,162,67.8,76542,87.45
2024-01-17,Z0002,107270,103197,98392,31891,298,107.02,66501,67.59
2024-01-17,Z0046,123489,118907,115995,15509,197,78.73,100486,86.63
2024-01-17,Z0034,90870,89858,87361,14302,235,60.86,73059,83.63
2024-01-17,Z0025,124524,121239,118122,26923,263,102.37,91199,77.21
2024-01-17,Z0100,125596,123402,119755,15522,249,62.34,104233,87.04
2024-01-17,Z0091,103878,99982,94999,28842,248,116.3,66157,69.64
2024-01-17,Z0006,96771,95629,88309,19688,234,84.14,68621,77.71
2024-01-17,Z0062,121923,118162,112727,22007,232,94.86,90720,80.48
2024-01-17,Z0092,129390,127826,123395,20643,210,98.3,102752,83.27
2024-01-17,Z0059,91848,88493,83797,14538,168,86.54,69259,82.65
2024-01-17,Z0110,124485,122095,117023,15233,223,68.31,101790,86.98
2024-01-17,Z0068,99259,95473,87511,15914,169,94.17,71597,81.81
2024-01-17,Z0101,103409,98618,95330,27302,236,115.69,68028,71.36
2024-01-17,Z0018,126639,123833,120329,21313,259,82.29,99016,82.29
2024-01-17,Z0070,109692,105671,98559,16223,177,91.66,82336,83.54
2024-01-17,Z0065,117527,116456,112766,18337,208,88.16,94429,83.74
2024-01-17,Z0058,105549,103258,99914,35423,298,118.87,64491,64.55
2024-01-17,Z0067,120826,116523,111410,31376,281,111.66,80034,71.84
2024-01-17,Z0048,106061,104179,97945,10301,163,63.2,87644,89.48
2024-01-17,Z0031,112800,110296,105833,31671,288,109.97,74162,70.07
2024-01-17,Z0086,99940,95016,92593,22811,204,111.82,69782,75.36
2024-01-17,Z0052,118054,115463,108978,31338,269,116.5,77640,71.24
2024-01-17,Z0030,103233,101620,99128,16643,170,97.9,82485,83.21
2024-01-17,Z0080,90191,88693,81776,23942,236,101.45,57834,70.72
2024-01-17,Z0084,128599,126343,122375,23542,238,98.92,98833,80.76
2024-01-17,Z0032,110706,108312,104126,20741,299,69.37,83385,80.08
2024-01-17,Z0078,113383,111567,106347,23136,213,108.62,83211,78.24
2024-01-17,Z0005,113666,111193,108107,21097,292,72.25,87010,80.49
2024-01-17,Z0007,124642,122772,116009,26105,299,87.31,89904,77.5
2024-01-17,Z0012,100234,98962,95933,28294,242,116.92,67639,70.51
2024-01-17,Z0021,101410,98179,92110,30032,297,101.12,62078,67.4
2024-01-17,Z0039,91051,88478,83288,18837,268,70.29,64451,77.38
2024-01-17,Z0054,102580,98138,92341,14053,161,87.29,78288,84.78
2024-01-17,Z0047,101939,98834,91446,19884,169,117.66,71562,78.26
2024-01-17,Z0016,90307,85666,80307,27535,280,98.34,52772,65.71
2024-01-17,Z0014,119648,115472,112221,20102,239,84.11,92119,82.09
2024-01-17,Z0004,128134,124387,120870,20287,215,94.36,100583,83.22
2024-01-17,Z0015,96226,94017,90639,24785,215,115.28,65854,72.66
2024-01-17,Z0106,114423,111704,104813,18275,175,104.43,86538,82.56
2024-01-17,Z0056,94992,92031,85726,20894,257,81.3,64832,75.63
2024-01-17,Z0102,122551,118895,114401,30545,299,102.16,83856,73.3
2024-01-17,Z0013,103255,101784,95779,15201,178,85.4,80578,84.13
2024-01-17,Z0010,106567,101908,96550,26863,277,96.98,69687,72.18
2024-01-17,Z0094,112999,110601,105805,29721,293,101.44,76084,71.91
2024-01-17,Z0044,121521,118919,115646,14054,156,90.09,101592,87.85
2024-01-17,Z0066,117543,113986,108937,26797,237,113.07,82140,75.4
2024-01-17,Z0097,99497,97582,92501,26602,222,119.83,65899,71.24
2024-01-17,Z0087,121954,117048,110801,21174,186,113.84,89627,80.89
2024-01-17,Z0071,111698,108721,103367,26033,268,97.14,77334,74.81
2024-01-17,Z0112,100703,96519,94249,25998,244,106.55,68251,72.42
2024-01-17,Z0038,107570,106111,99911,20751,259,80.12,79160,79.23
2024-01-17,Z0085,122299,117946,110140,23941,202,118.52,86199,78.26
2024-01-17,Z0035,96305,92907,86378,18450,166,111.15,67928,78.64
2024-01-17,Z0090,129763,128624,121034,19041,243,78.36,101993,84.27
2024-01-17,Z0063,110566,107855,103625,17177,160,107.36,86448,83.42
2024-01-17,Z0095,96511,95383,92114,15983,220,72.65,76131,82.65
2024-01-17,Z0027,116177,114508,108538,16195,183,88.5,92343,85.08
2024-01-17,Z0023,113929,112781,105701,15145,199,76.11,90556,85.67
2024-01-17,Z0022,119523,117067,114440,18508,287,64.49,95932,83.83
2024-01-17,Z0096,101989,99497,95453,11289,164,68.84,84164,88.17
2024-01-17,Z0036,118128,116245,111904,33353,280,119.12,78551,70.19
2024-01-17,Z0041,128652,124438,122189,12638,189,66.87,109551,89.66
2024-01-17,Z0081,109309,107362,104388,14212,205,69.33,90176,86.39
2024-01-17,Z0082,115901,111805,108822,22919,288,79.58,85903,78.94
2024-01-17,Z0079,115464,111527,107410,20856,285,73.18,86554,80.58
2024-01-17,Z0033,125440,123566,120240,13894,205,67.78,106346,88.44
2024-01-17,Z0020,91987,90897,88368,15404,188,81.94,72964,82.57
2024-01-17,Z0064,102948,101210,96437,21413,274,78.15,75024,77.8
2024-01-17,Z0099,99878,98687,94701,13436,185,72.63,81265,85.81
2024-01-17,Z0075,100377,99033,96025,26764,235,113.89,69261,72.13
2024-01-17,Z0042,93783,90233,83935,18609,231,80.56,65326,77.83
2024-01-17,Z0057,94668,93477,89425,32899,276,119.2,56526,63.21
2024-01-17,Z0055,124484,123174,116636,17474,269,64.96,99162,85.02
2024-01-17,Z0049,124028,122159,116227,30623,279,109.76,85604,73.65
2024-01-17,Z0072,101460,99876,92186,15008,160,93.8,77178,83.72
2024-01-18,Z0017,120209,115689,113330,16993,245,69.36,96337,85.01
2024-01-18,Z0050,104011,100145,92247,14362,159,90.33,77885,84.43
2024-01-18,Z0060,108395,105240,98301,14927,248,60.19,83374,84.82
2024-01-18,Z0076,94006,91381,86617,18657,209,89.27,67960,78.46
2024-01-18,Z0003,120663,117681,110626,25431,294,86.5,85195,77.01
2024-01-18,Z0109,120140,116200,108643,21199,206,102.91,87444,80.49
2024-01-18,Z0001,93961,92356,87852,11287,158,71.44,76565,87.15
2024-01-18,Z0011,121417,118413,114694,22481,238,94.46,92213,80.4
2024-01-18,Z0108,119345,117075,113488,31550,264,119.51,81938,72.2
2024-01-18,Z0043,111031,108395,104237,32848,294,111.73,71389,68.49
2024-01-18,Z0026,108816,103912,97056,10282,164,62.7,86774,89.41
2024-01-18,Z0093,96837,94388,87888,19337,162,119.37,68551,78.0
2024-01-18,Z0024,95454,93222,87105,33298,286,116.43,53807,61.77
2024-01-18,Z0019,108412,106181,100423,20385,231,88.25,80038,79.7
2024-01-18,Z0088,127392,124355,119706,20022,225,88.99,99684,83.27
2024-01-18,Z0077,98848,97683,90739,14744,220,67.02,75995,83.75
2024-01-18,Z0040,90589,89161,84340,16628,197,84.41,67712,80.28
2024-01-18,Z0107,96509,91912,88650,16401,188,87.24,72249,81.5
2024-01-18,Z0008,99968,96506,93238,21617,238,90.83,71621,76.82
2024-01-18,Z0009,123783,120061,116978,32883,290,113.39,84095,71.89
2024-01-18,Z0111,118677,113897,106820,26618,283,94.06,80202,75.08
2024-01-18,Z0103,90406,86118,81042,26811,239,112.18,54231,66.92
2024-01-18,Z0061,107369,102766,96281,14979,203,73.79,81302,84.44
2024-01-18,Z0028,92618,90147,83298,21796,188,115.94,61502,73.83
2024-01-18,Z0029,112673,110262,102894,22532,226,99.7,80362,78.1
2024-01-18,Z0037,94621,92136,87186,19131,269,71.12,68055,78.06
2024-01-18,Z0074,104719,103164,98230,19871,280,70.97,78359,79.77
2024-01-18,Z0051,97566,96548,89878,28772,299,96.23,61106,67.99
2024-01-18,Z0098,114042,110244,107241,18181,221,82.27,89060,83.05
2024-01-18,Z0073,117042,112634,108168,12782,155,82.47,95386,88.18
2024-01-18,Z0083,116514,113575,109940,28849,248,116.33,81091,73.76
2024-01-18,Z0053,99890,94891,88364,21017,225,93.41,67347,76.22
2024-01-18,Z0104,100283,97388,89952,16990,180,94.39,72962,81.11
2024-01-18,Z0045,112908,111764,106366,15371,218,70.51,90995,85.55
2024-01-18,Z0105,127952,124550,117655,14639,238,61.51,103016,87.56
2024-01-18,Z0089,99343,95898,91942,13156,180,73.09,78786,85.69
2024-01-18,Z0069,129791,128329,120459,17470,233,74.98,102989,85.5
2024-01-18,Z0002,93907,92100,89914,31424,299,105.1,58490,65.05
2024-01-18,Z0046,94827,91892,84583,21774,194,112.24,62809,74.26
2024-01-18,Z0034,103699,102271,98964,16624,263,63.21,82340,83.2
2024-01-18,Z0025,95313,93003,86137,15897,230,69.12,70240,81.54
2024-01-18,Z0100,118807,117016,111162,22537,278,81.07,88625,79.73
2024-01-18,Z0091,104536,99978,96398,12888,166,77.64,83510,86.63
2024-01-18,Z0006,126343,124468,120050,25468,221,115.24,94582,78.79
2024-01-18,Z0062,126966,124965,117721,30103,258,116.68,87618,74.43
2024-01-18,Z0092,129887,126042,122561,16011,221,72.45,106550,86.94
2024-01-18,Z0059,117877,116220,108904,29772,260,114.51,79132,72.66
2024-01-18,Z0110,106244,102464,100042,15991,165,96.92,84051,84.02
2024-01-18,Z0068,113099,108418,102152,30058,294,102.24,72094,70.58
2024-01-18,Z0101,109094,107642,103245,17199,162,106.17,86046,83.34
2024-01-18,Z0018,91657,88116,83041,21515,243,88.54,61526,74.09
2024-01-18,Z0070,93164,89198,85145,17561,243,72.27,67584,79.38
2024-01-18,Z0065,128505,124288,118434,20155,204,98.8,98279,82.98
2024-01-18,Z0058,96009,94402,87850,26553,265,100.2,61297,69.77
2024-01-18,Z0067,99417,97182,94153,23150,257,90.08,71003,75.41
2024-01-18,Z0048,92671,89248,83286,17198,277,62.09,66088,79.35
2024-01-18,Z0031,102734,100900,95723,17775,206,86.29,77948,81.43
2024-01-18,Z0086,93722,91912,84392,18106,260,69.64,66286,78.55
2024-01-18,Z0052,103699,101741,98266,19474,224,86.94,78792,80.18
2024-01-18,Z0030,123576,121598,117135,12665,158,80.16,104470,89.19
2024-01-18,Z0080,122247,118746,113384,29905,289,103.48,83479,73.63
2024-01-18,Z0084,107600,104403,96404,21905,285,76.86,74499,77.28
2024-01-18,Z0032,109190,107412,104440,13329,161,82.79,91111,87.24
2024-01-18,Z0078,117386,113337,105703,15954,191,83.53,89749,84.91
2024-01-18,Z0005,103704,99317,95194,27103,288,94.11,68091,71.53
2024-01-18,Z0007,115174,110833,108609,25954,244,106.37,82655,76.1
2024-01-18,Z0012,104586,100282,97442,25763,234,110.1,71679,73.56
2024-01-18,Z0021,91814,90101,86995,17064,205,83.24,69931,80.39
2024-01-18,Z0039,106508,102262,95074,15348,251,61.15,79726,83.86
2024-01-18,Z0054,125699,123420,115574,13245,203,65.25,102329,88.54
2024-01-18,Z0047,102317,98989,94018,21307,264,80.71,72711,77.34
2024-01-18,Z0016,124785,120477,116062,15826,198,79.93,100236,86.36
2024-01-18,Z0014,119166,115070,111461,13247,212,62.49,98214,88.12
2024-01-18,Z0004,90717,86156,83140,19134,252,75.93,64006,76.99
2024-01-18,Z0015,118141,115804,109103,16467,166,99.2,92636,84.91
2024-01-18,Z0106,96782,93822,90774,19627,177,110.89,71147,78.38
2024-01-18,Z0056,115933,111507,109392,25722,268,95.98,83670,76.49
2024-01-18,Z0102,116671,111862,108061,17581,217,81.02,90480,83.73
2024-01-18,Z0013,100338,97856,90214,15434,192,80.39,74780,82.89
2024-01-18,Z0010,96548,92263,85483,9820,162,60.62,75663,88.51
2024-01-18,Z0094,117526,113976,108184,16756,181,92.58,91428,84.51
2024-01-18,Z0044,92941,90342,83437,18260,232,78.71,65177,78.12
2024-01-18,Z0066,115553,112452,107386,16997,248,68.54,90389,84.17
2024-01-18,Z0097,128218,126435,124195,13391,177,75.66,110804,89.22
2024-01-18,Z0087,98378,95497,88449,21683,197,110.07,66766,75.49
2024-01-18,Z0071,103675,102185,99755,30434,263,115.72,69321,69.49
2024-01-18,Z0112,112831,109486,107411,21278,286,74.4,86133,80.19
2024-01-18,Z0038,122443,120087,112210,17185,225,76.38,95025,84.68
2024-01-18,Z0085,129553,125008,118086,31645,268,118.08,86441,73.2
2024-01-18,Z0035,94686,91567,87665,19973,174,114.79,67692,77.22
2024-01-18,Z0090,102205,100631,93644,16156,216,74.8,77488,82.75
2024-01-18,Z0063,108443,107303,103514,26622,267,99.71,76892,74.28
2024-01-18,Z0095,118202,117186,110004,17298,175,98.85,92706,84.28
2024-01-18,Z0027,106848,105473,101646,23951,253,94.67,77695,76.44
2024-01-18,Z0023,115095,112235,110146,16774,216,77.66,93372,84.77
2024-01-18,Z0022,127583,123732,118889,11147,176,63.34,107742,90.62
2024-01-18,Z0096,119301,116417,110246,14389,164,87.74,95857,86.95
2024-01-18,Z0036,105972,104047,98313,25351,254,99.81,72962,74.21
2024-01-18,Z0041,112927,110122,107153,18030,175,103.03,89123,83.17
2024-01-18,Z0081,91094,88066,82871,19864,244,81.41,63007,76.03
2024-01-18,Z0082,124172,119808,113518,33104,289,114.55,80414,70.84
2024-01-18,Z0079,93982,92755,86742,18391,236,77.93,68351,78.8
2024-01-18,Z0033,114338,112878,106165,19914,261,76.3,86251,81.24
2024-01-18,Z0020,93092,92029,87955,24699,238,103.78,63256,71.92
2024-01-18,Z0064,113862,109803,107519,22548,280,80.53,84971,79.03
2024-01-18,Z0099,103971,100643,93710,25597,233,109.86,68113,72.68
2024-01-18,Z0075,94926,92739,86770,20479,265,77.28,66291,76.4
2024-01-18,Z0042,125733,124510,121727,34161,292,116.99,87566,71.94
2024-01-18,Z0057,129876,127927,121988,24801,259,95.76,97187,79.67
2024-01-18,Z0055,106428,103618,97052,19096,195,97.93,77956,80.32
2024-01-18,Z0049,108293,105025,97038,22520,270,83.41,74518,76.79
2024-01-18,Z0072,125349,123658,117639,24996,219,114.14,92643,78.75
2024-01-19,Z0017,120062,118131,111195,19071,261,73.07,92124,82.85
2024-01-19,Z0050,121730,118792,111123,27813,240,115.89,83310,74.97
2024-01-19,Z0060,121301,117114,111708,25153,253,99.42,86555,77.48
2024-01-19,Z0076,107695,106308,101187,15870,189,83.97,85317,84.32
2024-01-19,Z0003,108257,103669,100754,27741,238,116.56,73013,72.47
2024-01-19,Z0109,113165,108507,102759,22428,210,106.8,80331,78.17
2024-01-19,Z0001,123045,120068,116209,25639,271,94.61,90570,77.94
2024-01-19,Z0011,120497,116861,108932,16664,204,81.69,92268,84.7
2024-01-19,Z0108,129560,127943,120217,18292,251,72.88,101925,84.78
2024-01-19,Z0043,100374,98795,95625,25250,222,113.74,70375,73.59
2024-01-19,Z0026,102450,98962,95086,15753,151,104.33,79333,83.43
2024-01-19,Z0093,125230,122868,119238,19904,200,99.52,99334,83.31
2024-01-19,Z0024,90287,87430,81148,17013,257,66.2,64135,79.03
2024-01-19,Z0019,91161,90032,85669,25661,239,107.37,60008,70.05
2024-01-19,Z0088,114535,109679,101696,29898,274,109.12,71798,70.6
2024-01-19,Z0077,106527,105512,103268,29162,271,107.61,74106,71.76
2024-01-19,Z0040,93178,89019,84843,29781,252,118.18,55062,64.9
2024-01-19,Z0107,127770,125884,123544,11370,180,63.17,112174,90.8
2024-01-19,Z0008,116627,112229,104700,20569,225,91.42,84131,80.35
2024-01-19,Z0009,114881,112974,108320,12583,171,73.59,95737,88.38
2024-01-19,Z0111,101984,97688,91646,24562,260,94.47,67084,73.2
2024-01-19,Z0103,107755,103716,101396,31203,298,104.71,70193,69.23
2024-01-19,Z0061,127422,125218,117713,15157,171,88.64,102556,87.12
2024-01-19,Z0028,120313,115450,112319,10911,157,69.5,101408,90.29
2024-01-19,Z0029,100770,97313,91271,13228,166,79.69,78043,85.51
2024-01-19,Z0037,97498,93958,91947,16577,239,69.36,75370,81.97
2024-01-19,Z0074,92537,88695,84466,18745,230,81.5,65721,77.81
2024-01-19,Z0051,93009,88121,81370,14560,155,93.94,66810,82.11
2024-01-19,Z0098,104209,99822,95745,13506,163,82.86,82239,85.89
2024-01-19,Z0073,103907,99158,93291,31950,292,109.42,61341,65.75
2024-01-19,Z0083,94873,93430,91133,18812,176,106.89,72321,79.36
2024-01-19,Z0053,123783,121399,118002,14028,209,67.12,103974,88.11
2024-01-19,Z0104,119092,116823,113563,20913,207,101.03,92650,81.58
2024-01-19,Z0045,110947,107146,102736,20340,175,116.23,82396,80.2
2024-01-19,Z0105,119978,117402,110971,12673,169,74.99,98298,88.58
2024-01-19,Z0089,95543,91399,84716,20671,208,99.38,64045,75.6
2024-01-19,Z0069,115097,112210,107658,23579,295,79.93,84079,78.1
2024-01-19,Z0002,93809,91098,84215,18042,163,110.69,66173,78.58
2024-01-19,Z0046,97206,96147,89474,24157,284,85.06,65317,73.0
2024-01-19,Z0034,118992,116534,111055,24318,268,90.74,86737,78.1
2024-01-19,Z0025,103210,100801,97107,24657,212,116.31,72450,74.61
2024-01-19,Z0100,95197,90932,88406,22744,230,98.89,65662,74.27
2024-01-19,Z0091,104859,101199,97027,27632,297,93.04,69395,71.52
2024-01-19,Z0006,106663,102699,96722,29815,271,110.02,66907,69.17
2024-01-19,Z0062,109053,105160,97172,20032,253,79.18,77140,79.39
2024-01-19,Z0092,114209,111458,105477,22580,274,82.41,82897,78.59
2024-01-19,Z0059,111153,109002,104641,30141,256,117.74,74500,71.2
2024-01-19,Z0110,110811,108638,101065,20159,248,81.29,80906,80.05
2024-01-19,Z0068,103731,99638,94952,26651,290,91.9,68301,71.93
2024-01-19,Z0101,101087,98708,92173,27558,277,99.49,64615,70.1
2024-01-19,Z0018,92776,90657,85669,19058,261,73.02,66611,77.75
2024-01-19,Z0070,118835,117688,115494,20263,217,93.38,95231,82.46
2024-01-19,Z0065,107046,105567,99349,18315,293,62.51,81034,81.56
2024-01-19,Z0058,99615,95869,88809,16751,239,70.09,72058,81.14
2024-01-19,Z0067,100900,96725,88851,11833,180,65.74,77018,86.68
2024-01-19,Z0048,95581,90767,86753,25692,285,90.15,61061,70.38
2024-01-19,Z0031,110173,108464,104021,21376,194,110.19,82645,79.45
2024-01-19,Z0086,97148,92478,87265,25533,220,116.06,61732,70.74
2024-01-19,Z0052,108748,106014,100385,21853,264,82.78,78532,78.23
2024-01-19,Z0030,128687,124089,116414,26794,274,97.79,89620,76.98
2024-01-19,Z0080,115256,112923,106272,18820,179,105.14,87452,82.29
2024-01-19,Z0084,123377,118533,114377,18461,295,62.58,95916,83.86
2024-01-19,Z0032,126634,125263,122648,22798,266,85.71,99850,81.41
2024-01-19,Z0078,112394,109141,102199,18105,209,86.63,84094,82.28
2024-01-19,Z0005,90864,88596,81122,18917,275,68.79,62205,76.68
2024-01-19,Z0007,110955,109873,102644,22458,243,92.42,80186,78.12
2024-01-19,Z0012,106309,103072,97018,20116,271,74.23,76902,79.27
2024-01-19,Z0021,90935,85955,81617,21264,257,82.74,60353,73.95
2024-01-19,Z0039,106709,104175,98695,11635,155,75.07,87060,88.21
2024-01-19,Z0054,110245,107260,100328,22116,295,74.97,78212,77.96
2024-01-19,Z0047,127371,123593,120323,24620,271,90.85,95703,79.54
2024-01-19,Z0016,115216,110421,102447,12324,155,79.51,90123,87.97
2024-01-19,Z0014,97754,94796,88718,25448,272,93.56,63270,71.32
2024-01-19,Z0004,102853,100486,94444,15396,255,60.38,79048,83.7
2024-01-19,Z0015,104389,101636,97061,29929,294,101.8,67132,69.16
2024-01-19,Z0106,129522,124919,121338,23851,230,103.7,97487,80.34
2024-01-19,Z0056,124754,121514,115548,31423,282,111.43,84125,72.81
2024-01-19,Z0102,116681,112173,110045,21493,184,116.81,88552,80.47
2024-01-19,Z0013,128736,127031,121035,31993,299,107.0,89042,73.57
2024-01-19,Z0010,97493,96486,92410,13961,160,87.26,78449,84.89
2024-01-19,Z0094,92994,88250,80456,18218,152,119.86,62238,77.36
2024-01-19,Z0044,117332,114834,111190,22403,225,99.57,88787,79.85
2024-01-19,Z0066,125912,123210,115319,11225,167,67.22,104094,90.27
2024-01-19,Z0097,106626,101768,99598,15733,222,70.87,83865,84.2
2024-01-19,Z0087,129099,124587,117382,26269,232,113.23,91113,77.62
2024-01-19,Z0071,107883,104784,100626,17097,218,78.43,83529,83.01
2024-01-19,Z0112,100450,97415,92144,19077,179,106.58,73067,79.3
2024-01-19,Z0038,107241,102418,99369,22586,261,86.54,76783,77.27
2024-01-19,Z0085,123066,118918,115995,25395,223,113.88,90600,78.11
2024-01-19,Z0035,103331,99844,93538,16649,207,80.43,76889,82.2
2024-01-19,Z0090,109183,106609,99734,16836,276,61.0,82898,83.12
2024-01-19,Z0063,102254,98768,92723,15794,227,69.58,76929,82.97
2024-01-19,Z0095,100905,98840,92334,13746,197,69.78,78588,85.11
2024-01-19,Z0027,105882,102029,97372,18376,248,74.1,78996,81.13
2024-01-19,Z0023,119098,114752,111281,25763,234,110.1,85518,76.85
2024-01-19,Z0022,123709,120802,113965,19348,284,68.13,94617,83.02
2024-01-19,Z0096,114489,112246,104550,30827,275,112.1,73723,70.51
2024-01-19,Z0036,103543,102216,98750,13986,225,62.16,84764,85.84
2024-01-19,Z0041,120771,115814,111848,14782,203,72.82,97066,86.78
2024-01-19,Z0081,90375,89113,82751,15582,165,94.44,67169,81.17
2024-01-19,Z0082,112886,108498,103103,18617,167,111.48,84486,81.94
2024-01-19,Z0079,122651,117914,114021,27917,239,116.81,86104,75.52
2024-01-19,Z0033,120573,116874,111240,20256,257,78.82,90984,81.79
2024-01-19,Z0020,124420,121976,115835,20066,197,101.86,95769,82.68
2024-01-19,Z0064,123367,121648,117736,21237,226,93.97,96499,81.96
2024-01-19,Z0099,115868,114268,111888,17775,279,63.71,94113,84.11
2024-01-19,Z0075,110597,105960,101797,16536,176,93.96,85261,83.76
2024-01-19,Z0042,105989,104730,101632,25249,221,114.25,76383,75.16
2024-01-19,Z0057,128367,125015,122650,23605,260,90.79,99045,80.75
2024-01-19,Z0055,103945,100375,94956,13362,212,63.03,81594,85.93
2024-01-19,Z0049,120133,117109,112633,13625,161,84.63,99008,87.9
2024-01-19,Z0072,109953,105342,102596,20801,192,108.34,81795,79.73
2024-01-20,Z0017,121086,119774,113141,20325,269,75.56,92816,82.04
2024-01-20,Z0050,107304,105227,97641,18183,157,115.82,79458,81.38
2024-01-20,Z0060,97008,92773,87944,16095,185,87.0,71849,81.7
2024-01-20,Z0076,126386,124589,118146,23616,242,97.59,94530,80.01
2024-01-20,Z0003,123040,119030,112215,16252,250,65.01,95963,85.52
2024-01-20,Z0109,108157,103672,99125,23416,293,79.92,75709,76.38
2024-01-20,Z0001,125932,124248,117531,13877,220,63.08,103654,88.19
2024-01-20,Z0011,104327,100039,97093,28815,273,105.55,68278,70.32
