Date,Zone_ID,Estimated_Usage_Liters,No_of_Connections,Avg_LPCD
2024-01-12,Z0023,25522,247,103.33
2024-01-12,Z0022,21991,196,112.2
2024-01-12,Z0096,31215,298,104.75
2024-01-12,Z0036,16578,154,107.65
2024-01-12,Z0041,14873,169,88.01
2024-01-12,Z0081,19026,161,118.18
2024-01-12,Z0082,23168,264,87.76
2024-01-12,Z0079,12927,197,65.62
2024-01-12,Z0033,22473,201,111.81
2024-01-12,Z0020,22928,251,91.35
2024-01-12,Z0064,28134,292,96.35
2024-01-12,Z0099,20006,231,86.61
2024-01-12,Z0075,16585,153,108.4
2024-01-12,Z0042,23594,197,119.77
2024-01-12,Z0057,24584,221,111.24
2024-01-12,Z0055,22634,230,98.41
2024-01-12,Z0049,18232,245,74.42
2024-01-12,Z0072,23958,212,113.01
2024-01-13,Z0017,19757,218,90.63
2024-01-13,Z0050,18727,180,104.04
2024-01-13,Z0060,23304,263,88.61
2024-01-13,Z0076,14962,242,61.83
2024-01-13,Z0003,21934,216,101.55
2024-01-13,Z0109,18708,191,97.95
2024-01-13,Z0001,13858,170,81.52
2024-01-13,Z0011,13365,184,72.64
2024-01-13,Z0108,22165,206,107.6
2024-01-13,Z0043,12102,168,72.04
2024-01-13,Z0026,19199,175,109.71
2024-01-13,Z0093,13230,220,60.14
2024-01-13,Z0024,22522,216,104.27
2024-01-13,Z0019,17046,174,97.97
2024-01-13,Z0088,20022,292,68.57
2024-01-13,Z0077,30249,285,106.14
2024-01-13,Z0040,30068,277,108.55
2024-01-13,Z0107,16614,150,110.76
2024-01-13,Z0008,21239,253,83.95
2024-01-13,Z0009,11832,183,64.66
2024-01-13,Z0111,28043,277,101.24
2024-01-13,Z0103,19670,251,78.37
2024-01-13,Z0061,14731,221,66.66
2024-01-13,Z0028,11047,183,60.37
2024-01-13,Z0029,21193,232,91.35
2024-01-13,Z0037,16648,165,100.9
2024-01-13,Z0074,26471,294,90.04
2024-01-13,Z0051,27963,273,102.43
2024-01-13,Z0098,13839,215,64.37
2024-01-13,Z0073,16201,162,100.01
2024-01-13,Z0083,14065,183,76.86
2024-01-13,Z0053,22101,285,77.55
2024-01-13,Z0104,22679,269,84.31
2024-01-13,Z0045,10792,176,61.32
2024-01-13,Z0105,22327,202,110.53
2024-01-13,Z0089,28938,294,98.43
2024-01-13,Z0069,15586,162,96.21
2024-01-13,Z0002,17163,202,84.97
2024-01-13,Z0046,11724,174,67.38
2024-01-13,Z0034,23733,230,103.19
2024-01-13,Z0025,15739,181,86.96
2024-01-13,Z0100,17377,159,109.29
2024-01-13,Z0091,13054,203,64.31
2024-01-13,Z0006,19598,263,74.52
2024-01-13,Z0062,28321,259,109.35
2024-01-13,Z0092,21238,228,93.15
2024-01-13,Z0059,10491,153,68.57
2024-01-13,Z0110,11975,157,76.28
2024-01-13,Z0068,18631,268,69.52
2024-01-13,Z0101,12449,183,68.03
2024-01-13,Z0018,25515,247,103.3
2024-01-13,Z0070,26649,254,104.92
2024-01-13,Z0065,15084,228,66.16
2024-01-13,Z0058,15200,242,62.81
2024-01-13,Z0067,23424,245,95.61
2024-01-13,Z0048,22420,236,95.0
2024-01-13,Z0031,9456,157,60.23
2024-01-13,Z0086,25381,218,116.43
2024-01-13,Z0052,16822,213,78.98
2024-01-13,Z0030,31564,288,109.6
2024-01-13,Z0080,19512,256,76.22
2024-01-13,Z0084,28493,249,114.43
2024-01-13,Z0032,17206,200,86.03
2024-01-13,Z0078,30322,261,116.18
2024-01-13,Z0005,29758,294,101.22
2024-01-13,Z0007,20473,209,97.96
2024-01-13,Z0012,27047,269,100.55
2024-01-13,Z0021,12943,172,75.25
2024-01-13,Z0039,11497,162,70.97
2024-01-13,Z0054,18279,173,105.66
2024-01-13,Z0047,16694,166,100.57
2024-01-13,Z0016,13551,174,77.88
2024-01-13,Z0014,15048,170,88.52
2024-01-13,Z0004,34671,289,119.97
2024-01-13,Z0015,23990,294,81.6
2024-01-13,Z0106,16372,197,83.11
2024-01-13,Z0056,16826,190,88.56
2024-01-13,Z0102,28930,295,98.07
2024-01-13,Z0013,16037,254,63.14
2024-01-13,Z0010,13768,162,84.99
2024-01-13,Z0094,24635,290,84.95
2024-01-13,Z0044,20288,279,72.72
2024-01-13,Z0066,24906,222,112.19
2024-01-13,Z0097,22900,203,112.81
2024-01-13,Z0087,25066,249,100.67
2024-01-13,Z0071,19505,286,68.2
2024-01-13,Z0112,10536,156,67.54
2024-01-13,Z0038,11998,152,78.94
2024-01-13,Z0085,30077,298,100.93
2024-01-13,Z0035,14605,203,71.95
2024-01-13,Z0090,16214,249,65.12
2024-01-13,Z0063,10285,162,63.49
2024-01-13,Z0095,28547,267,106.92
2024-01-13,Z0027,15364,202,76.06
2024-01-13,Z0023,20458,202,101.28
2024-01-13,Z0022,13405,162,82.75
2024-01-13,Z0096,19081,173,110.3
2024-01-13,Z0036,15515,230,67.46
2024-01-13,Z0041,17762,287,61.89
2024-01-13,Z0081,23592,280,84.26
2024-01-13,Z0082,18983,166,114.36
2024-01-13,Z0079,16059,265,60.6
2024-01-13,Z0033,24698,271,91.14
2024-01-13,Z0020,16843,214,78.71
2024-01-13,Z0064,17552,165,106.38
2024-01-13,Z0099,17176,253,67.89
2024-01-13,Z0075,16635,176,94.52
2024-01-13,Z0042,24374,283,86.13
2024-01-13,Z0057,18989,182,104.34
2024-01-13,Z0055,12618,156,80.89
2024-01-13,Z0049,25916,275,94.24
2024-01-13,Z0072,19157,192,99.78
2024-01-14,Z0017,32023,284,112.76
2024-01-14,Z0050,12284,200,61.42
2024-01-14,Z0060,24592,224,109.79
2024-01-14,Z0076,16272,194,83.88
2024-01-14,Z0003,32025,281,113.97
2024-01-14,Z0109,23761,247,96.2
2024-01-14,Z0001,14496,228,63.58
2024-01-14,Z0011,17972,153,117.47
2024-01-14,Z0108,21264,286,74.35
2024-01-14,Z0043,24493,205,119.48
2024-01-14,Z0026,26380,224,117.77
2024-01-14,Z0093,18871,177,106.62
2024-01-14,Z0024,12204,166,73.52
2024-01-14,Z0019,29008,255,113.76
2024-01-14,Z0088,18597,174,106.88
2024-01-14,Z0077,14854,194,76.57
2024-01-14,Z0040,28940,253,114.39
2024-01-14,Z0107,24509,244,100.45
2024-01-14,Z0008,17271,214,80.71
2024-01-14,Z0009,16128,201,80.24
2024-01-14,Z0111,23362,206,113.41
2024-01-14,Z0103,12047,175,68.84
2024-01-14,Z0061,13835,154,89.84
2024-01-14,Z0028,22062,254,86.86
2024-01-14,Z0029,17242,203,84.94
2024-01-14,Z0037,13326,164,81.26
2024-01-14,Z0074,27311,271,100.78
2024-01-14,Z0051,21643,283,76.48
2024-01-14,Z0098,24827,235,105.65
2024-01-14,Z0073,21063,227,92.79
2024-01-14,Z0083,25380,290,87.52
2024-01-14,Z0053,10630,152,69.94
2024-01-14,Z0104,21508,242,88.88
2024-01-14,Z0045,28429,257,110.62
2024-01-14,Z0105,24100,224,107.59
2024-01-14,Z0089,13361,160,83.51
2024-01-14,Z0069,14570,219,66.53
2024-01-14,Z0002,25408,217,117.09
2024-01-14,Z0046,16626,197,84.4
2024-01-14,Z0034,21832,239,91.35
2024-01-14,Z0025,17003,225,75.57
2024-01-14,Z0100,27408,238,115.16
2024-01-14,Z0091,14859,204,72.84
2024-01-14,Z0006,20209,283,71.41
2024-01-14,Z0062,27437,264,103.93
2024-01-14,Z0092,31953,274,116.62
2024-01-14,Z0059,21429,256,83.71
2024-01-14,Z0110,27168,229,118.64
2024-01-14,Z0068,10942,157,69.7
2024-01-14,Z0101,16703,157,106.39
2024-01-14,Z0018,23920,243,98.44
2024-01-14,Z0070,20093,188,106.88
2024-01-14,Z0065,21881,233,93.91
2024-01-14,Z0058,26157,235,111.31
2024-01-14,Z0067,11720,193,60.73
2024-01-14,Z0048,23876,223,107.07
2024-01-14,Z0031,28052,253,110.88
2024-01-14,Z0086,18055,240,75.23
2024-01-14,Z0052,22725,270,84.17
2024-01-14,Z0030,25635,257,99.75
2024-01-14,Z0080,18138,159,114.08
2024-01-14,Z0084,21886,183,119.6
2024-01-14,Z0032,25147,238,105.66
2024-01-14,Z0078,18046,216,83.55
2024-01-14,Z0005,16481,266,61.96
2024-01-14,Z0007,29030,248,117.06
2024-01-14,Z0012,18367,240,76.53
2024-01-14,Z0021,17803,166,107.25
2024-01-14,Z0039,22042,265,83.18
2024-01-14,Z0054,20385,240,84.94
2024-01-14,Z0047,30016,263,114.13
2024-01-14,Z0016,30562,258,118.46
2024-01-14,Z0014,21324,236,90.36
2024-01-14,Z0004,11844,190,62.34
2024-01-14,Z0015,31809,271,117.38
2024-01-14,Z0106,19153,171,112.01
2024-01-14,Z0056,20593,217,94.9
2024-01-14,Z0102,27014,288,93.8
2024-01-14,Z0013,27118,298,91.0
2024-01-14,Z0010,19316,175,110.38
2024-01-14,Z0094,20944,258,81.18
2024-01-14,Z0044,22389,196,114.23
2024-01-14,Z0066,15887,189,84.06
2024-01-14,Z0097,30738,281,109.39
2024-01-14,Z0087,20935,233,89.85
2024-01-14,Z0071,19151,265,72.27
2024-01-14,Z0112,20283,285,71.17
2024-01-14,Z0038,28306,296,95.63
2024-01-14,Z0085,14121,195,72.42
2024-01-14,Z0035,16863,217,77.71
2024-01-14,Z0090,23507,278,84.56
2024-01-14,Z0063,18960,173,109.6
2024-01-14,Z0095,14040,173,81.16
2024-01-14,Z0027,10572,153,69.1
2024-01-14,Z0023,22660,265,85.51
2024-01-14,Z0022,18205,218,83.51
2024-01-14,Z0096,19395,211,91.92
2024-01-14,Z0036,16591,203,81.73
2024-01-14,Z0041,24386,206,118.38
2024-01-14,Z0081,20507,284,72.21
2024-01-14,Z0082,18308,234,78.24
2024-01-14,Z0079,17169,152,112.96
2024-01-14,Z0033,24383,235,103.76
2024-01-14,Z0020,16528,225,73.46
2024-01-14,Z0064,24754,290,85.36
2024-01-14,Z0099,22638,199,113.76
2024-01-14,Z0075,25690,250,102.76
2024-01-14,Z0042,22060,275,80.22
2024-01-14,Z0057,21246,196,108.4
2024-01-14,Z0055,13767,188,73.23
2024-01-14,Z0049,14293,171,83.59
2024-01-14,Z0072,20556,298,68.98
2024-01-15,Z0017,10677,165,64.71
2024-01-15,Z0050,18941,180,105.23
2024-01-15,Z0060,12677,181,70.04
2024-01-15,Z0076,12028,158,76.13
2024-01-15,Z0003,14136,159,88.91
2024-01-15,Z0109,15950,166,96.09
2024-01-15,Z0001,26746,260,102.87
2024-01-15,Z0011,27895,298,93.61
2024-01-15,Z0108,21937,214,102.51
2024-01-15,Z0043,16432,200,82.16
2024-01-15,Z0026,30263,276,109.65
2024-01-15,Z0093,17914,253,70.81
2024-01-15,Z0024,29433,272,108.21
2024-01-15,Z0019,28113,271,103.74
2024-01-15,Z0088,22187,275,80.68
2024-01-15,Z0077,17919,222,80.72
2024-01-15,Z0040,15486,155,99.91
2024-01-15,Z0107,10203,152,67.13
2024-01-15,Z0008,20516,198,103.62
2024-01-15,Z0009,30142,258,116.83
2024-01-15,Z0111,16846,214,78.72
2024-01-15,Z0103,14825,164,90.4
2024-01-15,Z0061,25497,245,104.07
2024-01-15,Z0028,17983,295,60.96
2024-01-15,Z0029,21185,192,110.34
2024-01-15,Z0037,23203,227,102.22
2024-01-15,Z0074,18027,163,110.6
2024-01-15,Z0051,26284,281,93.54
2024-01-15,Z0098,23749,232,102.37
2024-01-15,Z0073,19900,232,85.78
2024-01-15,Z0083,15653,176,88.94
2024-01-15,Z0053,19065,162,117.69
2024-01-15,Z0104,24801,296,83.79
2024-01-15,Z0045,30670,272,112.76
2024-01-15,Z0105,16526,238,69.44
2024-01-15,Z0089,16954,151,112.28
2024-01-15,Z0069,23783,264,90.09
2024-01-15,Z0002,16581,221,75.03
2024-01-15,Z0046,25272,268,94.3
2024-01-15,Z0034,19620,165,118.91
2024-01-15,Z0025,13947,221,63.11
2024-01-15,Z0100,16031,262,61.19
2024-01-15,Z0091,15838,202,78.41
2024-01-15,Z0006,14907,176,84.7
2024-01-15,Z0062,22651,283,80.04
2024-01-15,Z0092,23212,206,112.68
2024-01-15,Z0059,13973,218,64.1
2024-01-15,Z0110,16920,208,81.35
2024-01-15,Z0068,17108,199,85.97
2024-01-15,Z0101,16909,168,100.65
2024-01-15,Z0018,17244,272,63.4
2024-01-15,Z0070,16246,196,82.89
2024-01-15,Z0065,17927,182,98.5
2024-01-15,Z0058,27814,284,97.94
2024-01-15,Z0067,17418,163,106.86
2024-01-15,Z0048,29101,277,105.06
2024-01-15,Z0031,22770,297,76.67
2024-01-15,Z0086,26906,231,116.48
2024-01-15,Z0052,30180,254,118.82
2024-01-15,Z0030,19226,211,91.12
2024-01-15,Z0080,10987,166,66.19
2024-01-15,Z0084,13827,207,66.8
2024-01-15,Z0032,19692,211,93.33
2024-01-15,Z0078,23624,231,102.27
2024-01-15,Z0005,16689,220,75.86
2024-01-15,Z0007,14470,159,91.01
2024-01-15,Z0012,14004,184,76.11
2024-01-15,Z0021,25383,273,92.98
2024-01-15,Z0039,11737,171,68.64
2024-01-15,Z0054,13222,188,70.33
2024-01-15,Z0047,13154,169,77.84
2024-01-15,Z0016,28494,297,95.94
2024-01-15,Z0014,15268,233,65.53
2024-01-15,Z0004,16348,215,76.04
2024-01-15,Z0015,18708,183,102.23
2024-01-15,Z0106,21239,283,75.05
2024-01-15,Z0056,13839,159,87.04
2024-01-15,Z0102,23667,245,96.6
2024-01-15,Z0013,18667,249,74.97
2024-01-15,Z0010,16907,151,111.97
2024-01-15,Z0094,14342,214,67.02
2024-01-15,Z0044,15381,159,96.74
2024-01-15,Z0066,21671,208,104.19
2024-01-15,Z0097,11898,197,60.4
2024-01-15,Z0087,16674,171,97.51
2024-01-15,Z0071,10967,174,63.03
2024-01-15,Z0112,21782,262,83.14
2024-01-15,Z0038,11729,156,75.19
2024-01-15,Z0085,27248,232,117.45
2024-01-15,Z0035,24506,222,110.39
2024-01-15,Z0090,26611,255,104.36
2024-01-15,Z0063,18386,155,118.62
2024-01-15,Z0095,26424,294,89.88
2024-01-15,Z0027,15137,176,86.01
2024-01-15,Z0023,26879,234,114.87
2024-01-15,Z0022,19635,260,75.52
2024-01-15,Z0096,21963,242,90.76
2024-01-15,Z0036,28229,296,95.37
2024-01-15,Z0041,15406,166,92.81
2024-01-15,Z0081,14158,190,74.52
2024-01-15,Z0082,13528,188,71.96
2024-01-15,Z0079,27123,260,104.32
2024-01-15,Z0033,12106,196,61.77
2024-01-15,Z0020,19748,259,76.25
2024-01-15,Z0064,11666,183,63.75
2024-01-15,Z0099,17952,210,85.49
2024-01-15,Z0075,20340,211,96.4
2024-01-15,Z0042,21434,224,95.69
2024-01-15,Z0057,28452,243,117.09
2024-01-15,Z0055,32459,287,113.1
2024-01-15,Z0049,30188,276,109.38
2024-01-15,Z0072,19643,212,92.66
2024-01-16,Z0017,27162,280,97.01
2024-01-16,Z0050,16092,214,75.2
2024-01-16,Z0060,21909,240,91.29
2024-01-16,Z0076,16066,222,72.37
2024-01-16,Z0003,23628,256,92.3
2024-01-16,Z0109,29320,262,111.91
2024-01-16,Z0001,27975,246,113.72
2024-01-16,Z0011,17760,286,62.1
2024-01-16,Z0108,19815,234,84.68
2024-01-16,Z0043,15504,207,74.9
2024-01-16,Z0026,26026,263,98.96
2024-01-16,Z0093,19909,186,107.04
2024-01-16,Z0024,18283,167,109.48
2024-01-16,Z0019,32025,299,107.11
2024-01-16,Z0088,14597,153,95.41
2024-01-16,Z0077,17997,284,63.37
2024-01-16,Z0040,12525,203,61.7
2024-01-16,Z0107,29431,278,105.87
2024-01-16,Z0008,20414,270,75.61
2024-01-16,Z0009,12474,187,66.71
2024-01-16,Z0111,30227,282,107.19
2024-01-16,Z0103,24063,241,99.85
2024-01-16,Z0061,28274,258,109.59
2024-01-16,Z0028,15458,232,66.63
2024-01-16,Z0029,13184,218,60.48
2024-01-16,Z0037,21675,289,75.0
2024-01-16,Z0074,19106,205,93.2
2024-01-16,Z0051,17773,170,104.55
2024-01-16,Z0098,29731,271,109.71
2024-01-16,Z0073,14883,204,72.96
2024-01-16,Z0083,23902,204,117.17
2024-01-16,Z0053,18117,185,97.93
2024-01-16,Z0104,19453,255,76.29
2024-01-16,Z0045,25780,229,112.58
2024-01-16,Z0105,17547,210,83.56
2024-01-16,Z0089,23269,258,90.19
2024-01-16,Z0069,27298,299,91.3
2024-01-16,Z0002,15495,154,100.62
2024-01-16,Z0046,25094,225,111.53
2024-01-16,Z0034,12524,206,60.8
2024-01-16,Z0025,15583,178,87.55
2024-01-16,Z0100,16699,236,70.76
2024-01-16,Z0091,16202,195,83.09
2024-01-16,Z0006,17500,261,67.05
2024-01-16,Z0062,30705,294,104.44
2024-01-16,Z0092,24130,234,103.12
2024-01-16,Z0059,30385,283,107.37
2024-01-16,Z0110,16932,243,69.68
2024-01-16,Z0068,14689,182,80.71
2024-01-16,Z0101,19233,275,69.94
2024-01-16,Z0018,22021,271,81.26
2024-01-16,Z0070,19361,264,73.34
2024-01-16,Z0065,13922,177,78.66
2024-01-16,Z0058,16358,196,83.46
2024-01-16,Z0067,23721,296,80.14
2024-01-16,Z0048,32337,275,117.59
2024-01-16,Z0031,26336,221,119.17
2024-01-16,Z0086,24295,286,84.95
2024-01-16,Z0052,16924,168,100.74
2024-01-16,Z0030,20925,247,84.72
2024-01-16,Z0080,27213,278,97.89
2024-01-16,Z0084,18978,197,96.34
2024-01-16,Z0032,24705,213,115.99
2024-01-16,Z0078,12891,188,68.57
2024-01-16,Z0005,15879,175,90.74
2024-01-16,Z0007,13528,162,83.51
2024-01-16,Z0012,19944,198,100.73
2024-01-16,Z0021,18727,207,90.47
2024-01-16,Z0039,21531,202,106.59
2024-01-16,Z0054,22697,211,107.57
2024-01-16,Z0047,17467,174,100.39
2024-01-16,Z0016,26219,280,93.64
2024-01-16,Z0014,19500,266,73.31
2024-01-16,Z0004,13160,175,75.2
2024-01-16,Z0015,18075,174,103.88
2024-01-16,Z0106,20455,222,92.14
2024-01-16,Z0056,18810,214,87.9
2024-01-16,Z0102,25991,235,110.6
2024-01-16,Z0013,20565,257,80.02
2024-01-16,Z0010,25343,232,109.24
2024-01-16,Z0094,14428,164,87.98
2024-01-16,Z0044,17697,179,98.87
2024-01-16,Z0066,33662,295,114.11
2024-01-16,Z0097,14278,197,72.48
2024-01-16,Z0087,32102,285,112.64
2024-01-16,Z0071,29874,253,118.08
2024-01-16,Z0112,26208,265,98.9
2024-01-16,Z0038,19064,231,82.53
2024-01-16,Z0085,23153,194,119.35
2024-01-16,Z0035,20251,169,119.83
2024-01-16,Z0090,17019,272,62.57
2024-01-16,Z0063,15813,216,73.21
2024-01-16,Z0095,20554,213,96.5
2024-01-16,Z0027,17401,211,82.47
2024-01-16,Z0023,21602,209,103.36
2024-01-16,Z0022,21951,271,81.0
2024-01-16,Z0096,14822,245,60.5
2024-01-16,Z0036,27816,279,99.7
2024-01-16,Z0041,16313,198,82.39
2024-01-16,Z0081,17941,273,65.72
2024-01-16,Z0082,12606,197,63.99
2024-01-16,Z0079,24384,285,85.56
2024-01-16,Z0033,22132,207,106.92
2024-01-16,Z0020,22825,211,108.18
2024-01-16,Z0064,21840,207,105.51
2024-01-16,Z0099,24866,248,100.27
2024-01-16,Z0075,20176,193,104.54
2024-01-16,Z0042,21945,220,99.75
2024-01-16,Z0057,31303,276,113.42
2024-01-16,Z0055,22194,294,75.49
2024-01-16,Z0049,24077,280,85.99
2024-01-16,Z0072,27090,239,113.35
2024-01-17,Z0017,14641,211,69.39
2024-01-17,Z0050,16648,162,102.77
2024-01-17,Z0060,11903,165,72.14
2024-01-17,Z0076,14792,208,71.12
2024-01-17,Z0003,23851,279,85.49
2024-01-17,Z0109,25950,287,90.42
2024-01-17,Z0001,14797,229,64.62
2024-01-17,Z0011,10271,151,68.02
2024-01-17,Z0108,28857,264,109.31
2024-01-17,Z0043,34665,295,117.51
2024-01-17,Z0026,19995,262,76.32
2024-01-17,Z0093,17204,187,92.0
2024-01-17,Z0024,16688,210,79.47
2024-01-17,Z0019,30300,298,101.68
2024-01-17,Z0088,16083,162,99.28
2024-01-17,Z0077,21549,284,75.88
2024-01-17,Z0040,24640,281,87.69
2024-01-17,Z0107,19097,268,71.26
2024-01-17,Z0008,24795,233,106.42
2024-01-17,Z0009,19129,233,82.1
2024-01-17,Z0111,12926,177,73.03
2024-01-17,Z0103,16078,212,75.84
2024-01-17,Z0061,30893,274,112.75
2024-01-17,Z0028,21304,228,93.44
2024-01-17,Z0029,29990,269,111.49
2024-01-17,Z0037,24264,283,85.74
2024-01-17,Z0074,29342,259,113.29
2024-01-17,Z0051,25302,253,100.01
2024-01-17,Z0098,32653,295,110.69
2024-01-17,Z0073,24362,224,108.76
2024-01-17,Z0083,17546,274,64.04
2024-01-17,Z0053,21107,176,119.93
2024-01-17,Z0104,22273,192,116.01
2024-01-17,Z0045,26016,240,108.4
2024-01-17,Z0105,22691,258,87.95
2024-01-17,Z0089,15230,244,62.42
2024-01-17,Z0069,10983,162,67.8
2024-01-17,Z0002,31891,298,107.02
2024-01-17,Z0046,15509,197,78.73
2024-01-17,Z0034,14302,235,60.86
2024-01-17,Z0025,26923,263,102.37
2024-01-17,Z0100,15522,249,62.34
2024-01-17,Z0091,28842,248,116.3
2024-01-17,Z0006,19688,234,84.14
2024-01-17,Z0062,22007,232,94.86
2024-01-17,Z0092,20643,210,98.3
2024-01-17,Z0059,14538,168,86.54
2024-01-17,Z0110,15233,223,68.31
2024-01-17,Z0068,15914,169,94.17
2024-01-17,Z0101,27302,236,115.69
2024-01-17,Z0018,21313,259,82.29
2024-01-17,Z0070,16223,177,91.66
2024-01-17,Z0065,18337,208,88.16
2024-01-17,Z0058,35423,298,118.87
2024-01-17,Z0067,31376,281,111.66
2024-01-17,Z0048,10301,163,63.2
2024-01-17,Z0031,31671,288,109.97
2024-01-17,Z0086,22811,204,111.82
2024-01-17,Z0052,31338,269,116.5
2024-01-17,Z0030,16643,170,97.9
2024-01-17,Z0080,23942,236,101.45
2024-01-17,Z0084,23542,238,98.92
2024-01-17,Z0032,20741,299,69.37
2024-01-17,Z0078,23136,213,108.62
2024-01-17,Z0005,21097,292,72.25
2024-01-17,Z0007,26105,299,87.31
2024-01-17,Z0012,28294,242,116.92
2024-01-17,Z0021,30032,297,101.12
2024-01-17,Z0039,18837,268,70.29
2024-01-17,Z0054,14053,161,87.29
2024-01-17,Z0047,19884,169,117.66
2024-01-17,Z0016,27535,280,98.34
2024-01-17,Z0014,20102,239,84.11
2024-01-17,Z0004,20287,215,94.36
2024-01-17,Z0015,24785,215,115.28
2024-01-17,Z0106,18275,175,104.43
2024-01-17,Z0056,20894,257,81.3
2024-01-17,Z0102,30545,299,102.16
2024-01-17,Z0013,15201,178,85.4
2024-01-17,Z0010,26863,277,96.98
2024-01-17,Z0094,29721,293,101.44
2024-01-17,Z0044,14054,156,90.09
2024-01-17,Z0066,26797,237,113.07
2024-01-17,Z0097,26602,222,119.83
2024-01-17,Z0087,21174,186,113.84
2024-01-17,Z0071,26033,268,97.14
2024-01-17,Z0112,25998,244,106.55
2024-01-17,Z0038,20751,259,80.12
2024-01-17,Z0085,23941,202,118.52
2024-01-17,Z0035,18450,166,111.15
2024-01-17,Z0090,19041,243,78.36
2024-01-17,Z0063,17177,160,107.36
2024-01-17,Z0095,15983,220,72.65
2024-01-17,Z0027,16195,183,88.5
2024-01-17,Z0023,15145,199,76.11
2024-01-17,Z0022,18508,287,64.49
2024-01-17,Z0096,11289,164,68.84
2024-01-17,Z0036,33353,280,119.12
2024-01-17,Z0041,12638,189,66.87
2024-01-17,Z0081,14212,205,69.33
2024-01-17,Z0082,22919,288,79.58
2024-01-17,Z0079,20856,285,73.18
2024-01-17,Z0033,13894,205,67.78
2024-01-17,Z0020,15404,188,81.94
2024-01-17,Z0064,21413,274,78.15
2024-01-17,Z0099,13436,185,72.63
2024-01-17,Z0075,26764,235,113.89
2024-01-17,Z0042,18609,231,80.56
2024-01-17,Z0057,32899,276,119.2
2024-01-17,Z0055,17474,269,64.96
2024-01-17,Z0049,30623,279,109.76
2024-01-17,Z0072,15008,160,93.8
2024-01-18,Z0017,16993,245,69.36
2024-01-18,Z0050,14362,159,90.33
2024-01-18,Z0060,14927,248,60.19
2024-01-18,Z0076,18657,209,89.27
2024-01-18,Z0003,25431,294,86.5
2024-01-18,Z0109,21199,206,102.91
2024-01-18,Z0001,11287,158,71.44
2024-01-18,Z0011,22481,238,94.46
2024-01-18,Z0108,31550,264,119.51
2024-01-18,Z0043,32848,294,111.73
2024-01-18,Z0026,10282,164,62.7
2024-01-18,Z0093,19337,162,119.37
2024-01-18,Z0024,33298,286,116.43
2024-01-18,Z0019,20385,231,88.25
2024-01-18,Z0088,20022,225,88.99
2024-01-18,Z0077,14744,220,67.02
2024-01-18,Z0040,16628,197,84.41
2024-01-18,Z0107,16401,188,87.24
2024-01-18,Z0008,21617,238,90.83
2024-01-18,Z0009,32883,290,113.39
2024-01-18,Z0111,26618,283,94.06
2024-01-18,Z0103,26811,239,112.18
2024-01-18,Z0061,14979,203,73.79
2024-01-18,Z0028,21796,188,115.94
2024-01-18,Z0029,22532,226,99.7
2024-01-18,Z0037,19131,269,71.12
2024-01-18,Z0074,19871,280,70.97
2024-01-18,Z0051,28772,299,96.23
2024-01-18,Z0098,18181,221,82.27
2024-01-18,Z0073,12782,155,82.47
2024-01-18,Z0083,28849,248,116.33
2024-01-18,Z0053,21017,225,93.41
2024-01-18,Z0104,16990,180,94.39
2024-01-18,Z0045,15371,218,70.51
2024-01-18,Z0105,14639,238,61.51
2024-01-18,Z0089,13156,180,73.09
2024-01-18,Z0069,17470,233,74.98
2024-01-18,Z0002,31424,299,105.1
2024-01-18,Z0046,21774,194,112.24
2024-01-18,Z0034,16624,263,63.21
2024-01-18,Z0025,15897,230,69.12
2024-01-18,Z0100,22537,278,81.07
2024-01-18,Z0091,12888,166,77.64
2024-01-18,Z0006,25468,221,115.24
2024-01-18,Z0062,30103,258,116.68
2024-01-18,Z0092,16011,221,72.45
2024-01-18,Z0059,29772,260,114.51
2024-01-18,Z0110,15991,165,96.92
2024-01-18,Z0068,30058,294,102.24
2024-01-18,Z0101,17199,162,106.17
2024-01-18,Z0018,21515,243,88.54
2024-01-18,Z0070,17561,243,72.27
2024-01-18,Z0065,20155,204,98.8
2024-01-18,Z0058,26553,265,100.2
2024-01-18,Z0067,23150,257,90.08
2024-01-18,Z0048,17198,277,62.09
2024-01-18,Z0031,17775,206,86.29
2024-01-18,Z0086,18106,260,69.64
2024-01-18,Z0052,19474,224,86.94
2024-01-18,Z0030,12665,158,80.16
2024-01-18,Z0080,29905,289,103.48
2024-01-18,Z0084,21905,285,76.86
2024-01-18,Z0032,13329,161,82.79
2024-01-18,Z0078,15954,191,83.53
2024-01-18,Z0005,27103,288,94.11
2024-01-18,Z0007,25954,244,106.37
2024-01-18,Z0012,25763,234,110.1
2024-01-18,Z0021,17064,205,83.24
2024-01-18,Z0039,15348,251,61.15
2024-01-18,Z0054,13245,203,65.25
2024-01-18,Z0047,21307,264,80.71
2024-01-18,Z0016,15826,198,79.93
2024-01-18,Z0014,13247,212,62.49
2024-01-18,Z0004,19134,252,75.93
2024-01-18,Z0015,16467,166,99.2
2024-01-18,Z0106,19627,177,110.89
2024-01-18,Z0056,25722,268,95.98
2024-01-18,Z0102,17581,217,81.02
2024-01-18,Z0013,15434,192,80.39
2024-01-18,Z0010,9820,162,60.62
2024-01-18,Z0094,16756,181,92.58
2024-01-18,Z0044,18260,232,78.71
2024-01-18,Z0066,16997,248,68.54
2024-01-18,Z0097,13391,177,75.66
2024-01-18,Z0087,21683,197,110.07
2024-01-18,Z0071,30434,263,115.72
